values,time_s,h,m,s
0.12,23:19:40,23,19,40
0.06,23:20:00,23,20,0
0.1,23:20:20,23,20,20
0.13,23:20:40,23,20,40
0.03,23:21:00,23,21,0
0.05,23:21:20,23,21,20
0.11,23:21:40,23,21,40
0.02,23:22:00,23,22,0
0.14,23:22:20,23,22,20
0.06,23:22:40,23,22,40
0.1,23:23:00,23,23,0
0.08,23:23:20,23,23,20
0.08,23:23:40,23,23,40
0.03,23:24:00,23,24,0
0.13,23:24:20,23,24,20
0.05,23:24:40,23,24,40
0.11,23:25:00,23,25,0
0.02,23:25:20,23,25,20
0.14,23:25:40,23,25,40
0.05,23:26:00,23,26,0
0.11,23:26:20,23,26,20
0.08,23:26:40,23,26,40
0.08,23:27:00,23,27,0
0.03,23:27:20,23,27,20
0.13,23:27:40,23,27,40
0.04,23:28:00,23,28,0
0.12,23:28:20,23,28,20
0.04,23:28:40,23,28,40
0.12,23:29:00,23,29,0
0.09,23:29:20,23,29,20
0.07,23:29:40,23,29,40
0.06,23:30:00,23,30,0
0.1,23:30:20,23,30,20
0.01,23:30:40,23,30,40
0.15,23:31:00,23,31,0
0.1,23:31:20,23,31,20
0.06,23:31:40,23,31,40
0.05,23:32:00,23,32,0
0.11,23:32:20,23,32,20
0.04,23:32:40,23,32,40
0.12,23:33:00,23,33,0
0.06,23:33:20,23,33,20
0.1,23:33:40,23,33,40
0.13,23:34:00,23,34,0
0.03,23:34:20,23,34,20
0.11,23:34:40,23,34,40
0.05,23:35:00,23,35,0
0.03,23:35:20,23,35,20
0.13,23:35:40,23,35,40
0.02,23:36:00,23,36,0
0.14,23:36:20,23,36,20
0.05,23:36:40,23,36,40
0.11,23:37:00,23,37,0
0.13,23:37:20,23,37,20
0.03,23:37:40,23,37,40
0.05,23:38:00,23,38,0
0.11,23:38:20,23,38,20
0.13,23:38:40,23,38,40
0.03,23:39:00,23,39,0
0.01,23:39:20,23,39,20
0.15,23:39:40,23,39,40
0.1,23:40:00,23,40,0
0.06,23:40:20,23,40,20
0.09,23:40:40,23,40,40
0.07,23:41:00,23,41,0
0.03,23:41:20,23,41,20
0.13,23:41:40,23,41,40
0.08,23:42:00,23,42,0
0.08,23:42:20,23,42,20
0.03,23:42:40,23,42,40
0.13,23:43:00,23,43,0
0.01,23:43:20,23,43,20
0.15,23:43:40,23,43,40
0.1,23:44:00,23,44,0
0.06,23:44:20,23,44,20
0.04,23:44:40,23,44,40
0.12,23:45:00,23,45,0
0.09,23:45:20,23,45,20
0.07,23:45:40,23,45,40
0.07,23:46:00,23,46,0
0.09,23:46:20,23,46,20
0.11,23:46:40,23,46,40
0.05,23:47:00,23,47,0
0.11,23:47:20,23,47,20
0.05,23:47:40,23,47,40
0.09,23:48:00,23,48,0
0.07,23:48:20,23,48,20
0.04,23:48:40,23,48,40
0.12,23:49:00,23,49,0
0.13,23:49:20,23,49,20
0.03,23:49:40,23,49,40
0.05,23:50:00,23,50,0
0.11,23:50:20,23,50,20
0.06,23:50:40,23,50,40
0.1,23:51:00,23,51,0
0.08,23:51:20,23,51,20
0.08,23:51:40,23,51,40
0.03,23:52:00,23,52,0
0.13,23:52:20,23,52,20
0.11,23:52:40,23,52,40
0.05,23:53:00,23,53,0
0.08,23:53:20,23,53,20
0.08,23:53:40,23,53,40
0.02,23:54:00,23,54,0
0.14,23:54:20,23,54,20
0.08,23:54:40,23,54,40
0.08,23:55:00,23,55,0
0.11,23:55:20,23,55,20
0.05,23:55:40,23,55,40
0.06,23:56:00,23,56,0
0.1,23:56:20,23,56,20
0.08,23:56:40,23,56,40
0.08,23:57:00,23,57,0
0.08,23:57:20,23,57,20
0.08,23:57:40,23,57,40
0.05,23:58:00,23,58,0
0.11,23:58:20,23,58,20
0.03,23:58:40,23,58,40
0.13,23:59:00,23,59,0
0.05,23:59:20,23,59,20
0.11,23:59:40,23,59,40
0.09,0:00:00,0,0,0
0.07,0:00:20,0,0,20
0.02,0:00:40,0,0,40
0.14,0:01:00,0,1,0
0.09,0:01:20,0,1,20
0.07,0:01:40,0,1,40
0.11,0:02:00,0,2,0
0.05,0:02:20,0,2,20
0.11,0:02:40,0,2,40
0.05,0:03:00,0,3,0
0.04,0:03:20,0,3,20
0.12,0:03:40,0,3,40
0.06,0:04:00,0,4,0
0.1,0:04:20,0,4,20
0.1,0:04:40,0,4,40
0.06,0:05:00,0,5,0
0.04,0:05:20,0,5,20
0.12,0:05:40,0,5,40
0.02,0:06:00,0,6,0
0.14,0:06:20,0,6,20
0.06,0:06:40,0,6,40
0.1,0:07:00,0,7,0
0.07,0:07:20,0,7,20
0.09,0:07:40,0,7,40
0.03,0:08:00,0,8,0
0.13,0:08:20,0,8,20
0.02,0:08:40,0,8,40
0.14,0:09:00,0,9,0
0.08,0:09:20,0,9,20
0.08,0:09:40,0,9,40
0.11,0:10:00,0,10,0
0.05,0:10:20,0,10,20
0.1,0:10:40,0,10,40
0.06,0:11:00,0,11,0
0.02,0:11:20,0,11,20
0.14,0:11:40,0,11,40
0.06,0:12:00,0,12,0
0.1,0:12:20,0,12,20
0.08,0:12:40,0,12,40
0.08,0:13:00,0,13,0
0.03,0:13:20,0,13,20
0.13,0:13:40,0,13,40
0.02,0:14:00,0,14,0
0.14,0:14:20,0,14,20
0.01,0:14:40,0,14,40
0.15,0:15:00,0,15,0
0.09,0:15:20,0,15,20
0.07,0:15:40,0,15,40
0.07,0:16:00,0,16,0
0.09,0:16:20,0,16,20
0.02,0:16:40,0,16,40
0.14,0:17:00,0,17,0
0.1,0:17:20,0,17,20
0.06,0:17:40,0,17,40
0.04,0:18:00,0,18,0
0.12,0:18:20,0,18,20
0.11,0:18:40,0,18,40
0.05,0:19:00,0,19,0
0.08,0:19:20,0,19,20
0.08,0:19:40,0,19,40
0.08,0:20:00,0,20,0
0.08,0:20:20,0,20,20
0.13,0:20:40,0,20,40
0.03,0:21:00,0,21,0
0.07,0:21:20,0,21,20
0.09,0:21:40,0,21,40
0.02,0:22:00,0,22,0
0.14,0:22:20,0,22,20
0.04,0:22:40,0,22,40
0.12,0:23:00,0,23,0
0.06,0:23:20,0,23,20
0.1,0:23:40,0,23,40
0.06,0:24:00,0,24,0
0.1,0:24:20,0,24,20
0.05,0:24:40,0,24,40
0.11,0:25:00,0,25,0
0.13,0:25:20,0,25,20
0.03,0:25:40,0,25,40
0.11,0:26:00,0,26,0
0.05,0:26:20,0,26,20
0.06,0:26:40,0,26,40
0.1,0:27:00,0,27,0
0.07,0:27:20,0,27,20
0.09,0:27:40,0,27,40
0.03,0:28:00,0,28,0
0.13,0:28:20,0,28,20
0.13,0:28:40,0,28,40
0.03,0:29:00,0,29,0
0.07,0:29:20,0,29,20
0.09,0:29:40,0,29,40
0.1,0:30:00,0,30,0
0.06,0:30:20,0,30,20
0.03,0:30:40,0,30,40
0.13,0:31:00,0,31,0
0.08,0:31:20,0,31,20
0.08,0:31:40,0,31,40
0.01,0:32:00,0,32,0
0.15,0:32:20,0,32,20
0.01,0:32:40,0,32,40
0.15,0:33:00,0,33,0
0.07,0:33:20,0,33,20
0.09,0:33:40,0,33,40
0.03,0:34:00,0,34,0
0.13,0:34:20,0,34,20
0.03,0:34:40,0,34,40
0.13,0:35:00,0,35,0
0.04,0:35:20,0,35,20
0.12,0:35:40,0,35,40
0.13,0:36:00,0,36,0
0.03,0:36:20,0,36,20
0.06,0:36:40,0,36,40
0.1,0:37:00,0,37,0
0.03,0:37:20,0,37,20
0.13,0:37:40,0,37,40
0.1,0:38:00,0,38,0
0.06,0:38:20,0,38,20
0.01,0:38:40,0,38,40
0.15,0:39:00,0,39,0
0.06,0:39:20,0,39,20
0.1,0:39:40,0,39,40
0.08,0:40:00,0,40,0
0.08,0:40:20,0,40,20
0.11,0:40:40,0,40,40
0.05,0:41:00,0,41,0
0.02,0:41:20,0,41,20
0.14,0:41:40,0,41,40
0.1,0:42:00,0,42,0
0.06,0:42:20,0,42,20
0.03,0:42:40,0,42,40
0.13,0:43:00,0,43,0
0.13,0:43:20,0,43,20
0.03,0:43:40,0,43,40
0.11,0:44:00,0,44,0
0.05,0:44:20,0,44,20
0.09,0:44:40,0,44,40
0.07,0:45:00,0,45,0
0.11,0:45:20,0,45,20
0.05,0:45:40,0,45,40
0.06,0:46:00,0,46,0
0.1,0:46:20,0,46,20
0.1,0:46:40,0,46,40
0.06,0:47:00,0,47,0
0.03,0:47:20,0,47,20
0.13,0:47:40,0,47,40
0.06,0:48:00,0,48,0
0.1,0:48:20,0,48,20
0.13,0:48:40,0,48,40
0.03,0:49:00,0,49,0
0.1,0:49:20,0,49,20
0.06,0:49:40,0,49,40
0.09,0:50:00,0,50,0
0.07,0:50:20,0,50,20
0.06,0:50:40,0,50,40
0.1,0:51:00,0,51,0
0.06,0:51:20,0,51,20
0.1,0:51:40,0,51,40
0.06,0:52:00,0,52,0
0.1,0:52:20,0,52,20
0.11,0:52:40,0,52,40
0.05,0:53:00,0,53,0
0.11,0:53:20,0,53,20
0.05,0:53:40,0,53,40
0.03,0:54:00,0,54,0
0.13,0:54:20,0,54,20
0.05,0:54:40,0,54,40
0.11,0:55:00,0,55,0
0.04,0:55:20,0,55,20
0.12,0:55:40,0,55,40
0.13,0:56:00,0,56,0
0.03,0:56:20,0,56,20
0.09,0:56:40,0,56,40
0.07,0:57:00,0,57,0
0.02,0:57:20,0,57,20
0.14,0:57:40,0,57,40
0.03,0:58:00,0,58,0
0.13,0:58:20,0,58,20
0.02,0:58:40,0,58,40
0.14,0:59:00,0,59,0
0.05,0:59:20,0,59,20
0.11,0:59:40,0,59,40
0.08,1:00:00,1,0,0
0.08,1:00:20,1,0,20
0.09,1:00:40,1,0,40
0.07,1:01:00,1,1,0
0.05,1:01:20,1,1,20
0.11,1:01:40,1,1,40
0.07,1:02:00,1,2,0
0.09,1:02:20,1,2,20
0.05,1:02:40,1,2,40
0.11,1:03:00,1,3,0
0.06,1:03:20,1,3,20
0.1,1:03:40,1,3,40
0.07,1:04:00,1,4,0
0.09,1:04:20,1,4,20
0.07,1:04:40,1,4,40
0.09,1:05:00,1,5,0
0.08,1:05:20,1,5,20
0.08,1:05:40,1,5,40
0.09,1:06:00,1,6,0
0.07,1:06:20,1,6,20
0.13,1:06:40,1,6,40
0.03,1:07:00,1,7,0
0.11,1:07:20,1,7,20
0.05,1:07:40,1,7,40
0.13,1:08:00,1,8,0
0.03,1:08:20,1,8,20
0.07,1:08:40,1,8,40
0.09,1:09:00,1,9,0
0.13,1:09:20,1,9,20
0.03,1:09:40,1,9,40
0.13,1:10:00,1,10,0
0.03,1:10:20,1,10,20
0.03,1:10:40,1,10,40
0.13,1:11:00,1,11,0
0.11,1:11:20,1,11,20
0.05,1:11:40,1,11,40
0.1,1:12:00,1,12,0
0.06,1:12:20,1,12,20
0.05,1:12:40,1,12,40
0.11,1:13:00,1,13,0
0.1,1:13:20,1,13,20
0.06,1:13:40,1,13,40
0.11,1:14:00,1,14,0
0.05,1:14:20,1,14,20
0.09,1:14:40,1,14,40
0.07,1:15:00,1,15,0
0.05,1:15:20,1,15,20
0.11,1:15:40,1,15,40
0.08,1:16:00,1,16,0
0.08,1:16:20,1,16,20
0.09,1:16:40,1,16,40
0.07,1:17:00,1,17,0
0.1,1:17:20,1,17,20
0.06,1:17:40,1,17,40
0.02,1:18:00,1,18,0
0.14,1:18:20,1,18,20
0.09,1:18:40,1,18,40
0.07,1:19:00,1,19,0
0.07,1:19:20,1,19,20
0.09,1:19:40,1,19,40
0.08,1:20:00,1,20,0
0.08,1:20:20,1,20,20
0.04,1:20:40,1,20,40
0.12,1:21:00,1,21,0
0.08,1:21:20,1,21,20
0.08,1:21:40,1,21,40
0.01,1:22:00,1,22,0
0.15,1:22:20,1,22,20
0.06,1:22:40,1,22,40
0.1,1:23:00,1,23,0
0.07,1:23:20,1,23,20
0.09,1:23:40,1,23,40
0.01,1:24:00,1,24,0
0.15,1:24:20,1,24,20
0.06,1:24:40,1,24,40
0.1,1:25:00,1,25,0
0.09,1:25:20,1,25,20
0.07,1:25:40,1,25,40
0.02,1:26:00,1,26,0
0.14,1:26:20,1,26,20
0.07,1:26:40,1,26,40
0.09,1:27:00,1,27,0
0.08,1:27:20,1,27,20
0.08,1:27:40,1,27,40
0.1,1:28:00,1,28,0
0.06,1:28:20,1,28,20
0.03,1:28:40,1,28,40
0.13,1:29:00,1,29,0
0.02,1:29:20,1,29,20
0.14,1:29:40,1,29,40
0.08,1:30:00,1,30,0
0.08,1:30:20,1,30,20
0.02,1:30:40,1,30,40
0.14,1:31:00,1,31,0
0.05,1:31:20,1,31,20
0.11,1:31:40,1,31,40
0.06,1:32:00,1,32,0
0.1,1:32:20,1,32,20
0.1,1:32:40,1,32,40
0.06,1:33:00,1,33,0
0.05,1:33:20,1,33,20
0.11,1:33:40,1,33,40
0.02,1:34:00,1,34,0
0.14,1:34:20,1,34,20
0.06,1:34:40,1,34,40
0.1,1:35:00,1,35,0
0.01,1:35:20,1,35,20
0.15,1:35:40,1,35,40
0.04,1:36:00,1,36,0
0.12,1:36:20,1,36,20
0.1,1:36:40,1,36,40
0.06,1:37:00,1,37,0
0.01,1:37:20,1,37,20
0.15,1:37:40,1,37,40
0.05,1:38:00,1,38,0
0.11,1:38:20,1,38,20
0.03,1:38:40,1,38,40
0.13,1:39:00,1,39,0
0.13,1:39:20,1,39,20
0.03,1:39:40,1,39,40
0.04,1:40:00,1,40,0
0.12,1:40:20,1,40,20
0.1,1:40:40,1,40,40
0.06,1:41:00,1,41,0
0.06,1:41:20,1,41,20
0.1,1:41:40,1,41,40
0.04,1:42:00,1,42,0
0.12,1:42:20,1,42,20
0.05,1:42:40,1,42,40
0.11,1:43:00,1,43,0
0.11,1:43:20,1,43,20
0.05,1:43:40,1,43,40
0.05,1:44:00,1,44,0
0.11,1:44:20,1,44,20
0.07,1:44:40,1,44,40
0.09,1:45:00,1,45,0
0.08,1:45:20,1,45,20
0.08,1:45:40,1,45,40
0.11,1:46:00,1,46,0
0.05,1:46:20,1,46,20
0.02,1:46:40,1,46,40
0.14,1:47:00,1,47,0
0.04,1:47:20,1,47,20
0.12,1:47:40,1,47,40
0.01,1:48:00,1,48,0
0.15,1:48:20,1,48,20
0.13,1:48:40,1,48,40
0.03,1:49:00,1,49,0
0.02,1:49:20,1,49,20
0.14,1:49:40,1,49,40
0.08,1:50:00,1,50,0
0.08,1:50:20,1,50,20
0.11,1:50:40,1,50,40
0.05,1:51:00,1,51,0
0.03,1:51:20,1,51,20
0.13,1:51:40,1,51,40
0.09,1:52:00,1,52,0
0.07,1:52:20,1,52,20
0.01,1:52:40,1,52,40
0.15,1:53:00,1,53,0
0.13,1:53:20,1,53,20
0.03,1:53:40,1,53,40
0.02,1:54:00,1,54,0
0.14,1:54:20,1,54,20
0.07,1:54:40,1,54,40
0.09,1:55:00,1,55,0
0.08,1:55:20,1,55,20
0.08,1:55:40,1,55,40
0.11,1:56:00,1,56,0
0.05,1:56:20,1,56,20
0.11,1:56:40,1,56,40
0.05,1:57:00,1,57,0
0.09,1:57:20,1,57,20
0.07,1:57:40,1,57,40
0.02,1:58:00,1,58,0
0.14,1:58:20,1,58,20
0.02,1:58:40,1,58,40
0.14,1:59:00,1,59,0
0.1,1:59:20,1,59,20
0.06,1:59:40,1,59,40
0.03,2:00:00,2,0,0
0.13,2:00:20,2,0,20
0.01,2:00:40,2,0,40
0.15,2:01:00,2,1,0
0.05,2:01:20,2,1,20
0.11,2:01:40,2,1,40
0.03,2:02:00,2,2,0
0.13,2:02:20,2,2,20
0.06,2:02:40,2,2,40
0.1,2:03:00,2,3,0
0.01,2:03:20,2,3,20
0.15,2:03:40,2,3,40
0.09,2:04:00,2,4,0
0.07,2:04:20,2,4,20
0.05,2:04:40,2,4,40
0.11,2:05:00,2,5,0
0.11,2:05:20,2,5,20
0.05,2:05:40,2,5,40
0.11,2:06:00,2,6,0
0.05,2:06:20,2,6,20
0.11,2:06:40,2,6,40
0.05,2:07:00,2,7,0
0.08,2:07:20,2,7,20
0.08,2:07:40,2,7,40
0.03,2:08:00,2,8,0
0.13,2:08:20,2,8,20
0.1,2:08:40,2,8,40
0.06,2:09:00,2,9,0
0.06,2:09:20,2,9,20
0.1,2:09:40,2,9,40
0.03,2:10:00,2,10,0
0.13,2:10:20,2,10,20
0.04,2:10:40,2,10,40
0.12,2:11:00,2,11,0
0.11,2:11:20,2,11,20
0.05,2:11:40,2,11,40
0.1,2:12:00,2,12,0
0.06,2:12:20,2,12,20
0.05,2:12:40,2,12,40
0.11,2:13:00,2,13,0
0.03,2:13:20,2,13,20
0.13,2:13:40,2,13,40
0.1,2:14:00,2,14,0
0.06,2:14:20,2,14,20
0.06,2:14:40,2,14,40
0.1,2:15:00,2,15,0
0.1,2:15:20,2,15,20
0.06,2:15:40,2,15,40
0.05,2:16:00,2,16,0
0.11,2:16:20,2,16,20
0.08,2:16:40,2,16,40
0.08,2:17:00,2,17,0
0.05,2:17:20,2,17,20
0.11,2:17:40,2,17,40
0.11,2:18:00,2,18,0
0.05,2:18:20,2,18,20
0.13,2:18:40,2,18,40
0.03,2:19:00,2,19,0
0.02,2:19:20,2,19,20
0.14,2:19:40,2,19,40
0.01,2:20:00,2,20,0
0.15,2:20:20,2,20,20
0.05,2:20:40,2,20,40
0.11,2:21:00,2,21,0
0.07,2:21:20,2,21,20
0.09,2:21:40,2,21,40
0.13,2:22:00,2,22,0
0.03,2:22:20,2,22,20
0.1,2:22:40,2,22,40
0.06,2:23:00,2,23,0
0.07,2:23:20,2,23,20
0.09,2:23:40,2,23,40
0.02,2:24:00,2,24,0
0.14,2:24:20,2,24,20
0.02,2:24:40,2,24,40
0.14,2:25:00,2,25,0
0.09,2:25:20,2,25,20
0.07,2:25:40,2,25,40
0.07,2:26:00,2,26,0
0.09,2:26:20,2,26,20
0.09,2:26:40,2,26,40
0.07,2:27:00,2,27,0
0.11,2:27:20,2,27,20
0.05,2:27:40,2,27,40
0.09,2:28:00,2,28,0
0.07,2:28:20,2,28,20
0.11,2:28:40,2,28,40
0.05,2:29:00,2,29,0
0.01,2:29:20,2,29,20
0.15,2:29:40,2,29,40
0.05,2:30:00,2,30,0
0.11,2:30:20,2,30,20
0.07,2:30:40,2,30,40
0.09,2:31:00,2,31,0
0.1,2:31:20,2,31,20
0.06,2:31:40,2,31,40
0.1,2:32:00,2,32,0
0.06,2:32:20,2,32,20
0.03,2:32:40,2,32,40
0.13,2:33:00,2,33,0
0.03,2:33:20,2,33,20
0.13,2:33:40,2,33,40
0.09,2:34:00,2,34,0
0.07,2:34:20,2,34,20
0.11,2:34:40,2,34,40
0.05,2:35:00,2,35,0
0.03,2:35:20,2,35,20
0.13,2:35:40,2,35,40
0.1,2:36:00,2,36,0
0.06,2:36:20,2,36,20
0.1,2:36:40,2,36,40
0.06,2:37:00,2,37,0
0.08,2:37:20,2,37,20
0.08,2:37:40,2,37,40
0.04,2:38:00,2,38,0
0.12,2:38:20,2,38,20
0.04,2:38:40,2,38,40
0.12,2:39:00,2,39,0
0.04,2:39:20,2,39,20
0.12,2:39:40,2,39,40
0.01,2:40:00,2,40,0
0.15,2:40:20,2,40,20
0.06,2:40:40,2,40,40
0.1,2:41:00,2,41,0
0.01,2:41:20,2,41,20
0.15,2:41:40,2,41,40
0.03,2:42:00,2,42,0
0.13,2:42:20,2,42,20
0.13,2:42:40,2,42,40
0.03,2:43:00,2,43,0
0.04,2:43:20,2,43,20
0.12,2:43:40,2,43,40
0.08,2:44:00,2,44,0
0.08,2:44:20,2,44,20
0.08,2:44:40,2,44,40
0.08,2:45:00,2,45,0
0.06,2:45:20,2,45,20
0.1,2:45:40,2,45,40
0.07,2:46:00,2,46,0
0.09,2:46:20,2,46,20
0.07,2:46:40,2,46,40
0.09,2:47:00,2,47,0
0.04,2:47:20,2,47,20
0.12,2:47:40,2,47,40
0.11,2:48:00,2,48,0
0.05,2:48:20,2,48,20
0.01,2:48:40,2,48,40
0.15,2:49:00,2,49,0
0.13,2:49:20,2,49,20
0.03,2:49:40,2,49,40
0.11,2:50:00,2,50,0
0.05,2:50:20,2,50,20
0.08,2:50:40,2,50,40
0.08,2:51:00,2,51,0
0.08,2:51:20,2,51,20
0.08,2:51:40,2,51,40
0.09,2:52:00,2,52,0
0.07,2:52:20,2,52,20
0.08,2:52:40,2,52,40
0.08,2:53:00,2,53,0
0.13,2:53:20,2,53,20
0.03,2:53:40,2,53,40
0.11,2:54:00,2,54,0
0.05,2:54:20,2,54,20
0.06,2:54:40,2,54,40
0.1,2:55:00,2,55,0
0.1,2:55:20,2,55,20
0.06,2:55:40,2,55,40
0.03,2:56:00,2,56,0
0.13,2:56:20,2,56,20
0.11,2:56:40,2,56,40
0.05,2:57:00,2,57,0
0.1,2:57:20,2,57,20
0.06,2:57:40,2,57,40
0.13,2:58:00,2,58,0
0.03,2:58:20,2,58,20
0.08,2:58:40,2,58,40
0.08,2:59:00,2,59,0
0.1,2:59:20,2,59,20
0.06,2:59:40,2,59,40
0.07,3:00:00,3,0,0
0.09,3:00:20,3,0,20
0.02,3:00:40,3,0,40
0.14,3:01:00,3,1,0
0.01,3:01:20,3,1,20
0.15,3:01:40,3,1,40
0.1,3:02:00,3,2,0
0.06,3:02:20,3,2,20
0.02,3:02:40,3,2,40
0.14,3:03:00,3,3,0
0.06,3:03:20,3,3,20
0.1,3:03:40,3,3,40
0.11,3:04:00,3,4,0
0.05,3:04:20,3,4,20
0.04,3:04:40,3,4,40
0.12,3:05:00,3,5,0
0.03,3:05:20,3,5,20
0.13,3:05:40,3,5,40
0.09,3:06:00,3,6,0
0.07,3:06:20,3,6,20
0.02,3:06:40,3,6,40
0.14,3:07:00,3,7,0
0.03,3:07:20,3,7,20
0.13,3:07:40,3,7,40
0.1,3:08:00,3,8,0
0.06,3:08:20,3,8,20
0.05,3:08:40,3,8,40
0.11,3:09:00,3,9,0
0.07,3:09:20,3,9,20
0.09,3:09:40,3,9,40
0.09,3:10:00,3,10,0
0.07,3:10:20,3,10,20
0.06,3:10:40,3,10,40
0.1,3:11:00,3,11,0
0.1,3:11:20,3,11,20
0.06,3:11:40,3,11,40
0.13,3:12:00,3,12,0
0.03,3:12:20,3,12,20
0.08,3:12:40,3,12,40
0.08,3:13:00,3,13,0
0.05,3:13:20,3,13,20
0.11,3:13:40,3,13,40
0.1,3:14:00,3,14,0
0.06,3:14:20,3,14,20
0.09,3:14:40,3,14,40
0.07,3:15:00,3,15,0
0.11,3:15:20,3,15,20
0.05,3:15:40,3,15,40
0.11,3:16:00,3,16,0
0.05,3:16:20,3,16,20
0.03,3:16:40,3,16,40
0.13,3:17:00,3,17,0
0.03,3:17:20,3,17,20
0.13,3:17:40,3,17,40
0.08,3:18:00,3,18,0
0.08,3:18:20,3,18,20
0.08,3:18:40,3,18,40
0.08,3:19:00,3,19,0
0.08,3:19:20,3,19,20
0.08,3:19:40,3,19,40
0.04,3:20:00,3,20,0
0.12,3:20:20,3,20,20
0.08,3:20:40,3,20,40
0.08,3:21:00,3,21,0
0.02,3:21:20,3,21,20
0.14,3:21:40,3,21,40
0.05,3:22:00,3,22,0
0.11,3:22:20,3,22,20
0.1,3:22:40,3,22,40
0.06,3:23:00,3,23,0
0.13,3:23:20,3,23,20
0.03,3:23:40,3,23,40
0.05,3:24:00,3,24,0
0.11,3:24:20,3,24,20
0.1,3:24:40,3,24,40
0.06,3:25:00,3,25,0
0.09,3:25:20,3,25,20
0.07,3:25:40,3,25,40
0.01,3:26:00,3,26,0
0.15,3:26:20,3,26,20
0.1,3:26:40,3,26,40
0.06,3:27:00,3,27,0
0.1,3:27:20,3,27,20
0.06,3:27:40,3,27,40
0.03,3:28:00,3,28,0
0.13,3:28:20,3,28,20
0.03,3:28:40,3,28,40
0.13,3:29:00,3,29,0
0.09,3:29:20,3,29,20
0.07,3:29:40,3,29,40
0.11,3:30:00,3,30,0
0.05,3:30:20,3,30,20
0.02,3:30:40,3,30,40
0.14,3:31:00,3,31,0
0.09,3:31:20,3,31,20
0.07,3:31:40,3,31,40
0.01,3:32:00,3,32,0
0.15,3:32:20,3,32,20
0.05,3:32:40,3,32,40
0.11,3:33:00,3,33,0
0.1,3:33:20,3,33,20
0.06,3:33:40,3,33,40
0.09,3:34:00,3,34,0
0.07,3:34:20,3,34,20
0.08,3:34:40,3,34,40
0.08,3:35:00,3,35,0
0.08,3:35:20,3,35,20
0.08,3:35:40,3,35,40
0.09,3:36:00,3,36,0
0.07,3:36:20,3,36,20
0.1,3:36:40,3,36,40
0.06,3:37:00,3,37,0
0.01,3:37:20,3,37,20
0.15,3:37:40,3,37,40
0.04,3:38:00,3,38,0
0.12,3:38:20,3,38,20
0.11,3:38:40,3,38,40
0.05,3:39:00,3,39,0
0.1,3:39:20,3,39,20
0.06,3:39:40,3,39,40
0.09,3:40:00,3,40,0
0.07,3:40:20,3,40,20
0.06,3:40:40,3,40,40
0.1,3:41:00,3,41,0
0.13,3:41:20,3,41,20
0.03,3:41:40,3,41,40
0.04,3:42:00,3,42,0
0.12,3:42:20,3,42,20
0.1,3:42:40,3,42,40
0.06,3:43:00,3,43,0
0.09,3:43:20,3,43,20
0.07,3:43:40,3,43,40
0.04,3:44:00,3,44,0
0.12,3:44:20,3,44,20
0.08,3:44:40,3,44,40
0.08,3:45:00,3,45,0
0.11,3:45:20,3,45,20
0.05,3:45:40,3,45,40
0.08,3:46:00,3,46,0
0.08,3:46:20,3,46,20
0.02,3:46:40,3,46,40
0.14,3:47:00,3,47,0
0.04,3:47:20,3,47,20
0.12,3:47:40,3,47,40
0.08,3:48:00,3,48,0
0.08,3:48:20,3,48,20
0.11,3:48:40,3,48,40
0.05,3:49:00,3,49,0
0.04,3:49:20,3,49,20
0.12,3:49:40,3,49,40
0.04,3:50:00,3,50,0
0.12,3:50:20,3,50,20
0.04,3:50:40,3,50,40
0.12,3:51:00,3,51,0
0.09,3:51:20,3,51,20
0.07,3:51:40,3,51,40
0.03,3:52:00,3,52,0
0.13,3:52:20,3,52,20
0.11,3:52:40,3,52,40
0.05,3:53:00,3,53,0
0.08,3:53:20,3,53,20
0.08,3:53:40,3,53,40
0.09,3:54:00,3,54,0
0.07,3:54:20,3,54,20
0.04,3:54:40,3,54,40
0.12,3:55:00,3,55,0
0.13,3:55:20,3,55,20
0.03,3:55:40,3,55,40
0.05,3:56:00,3,56,0
0.11,3:56:20,3,56,20
0.05,3:56:40,3,56,40
0.11,3:57:00,3,57,0
0.11,3:57:20,3,57,20
0.05,3:57:40,3,57,40
0.13,3:58:00,3,58,0
0.03,3:58:20,3,58,20
0.04,3:58:40,3,58,40
0.12,3:59:00,3,59,0
0.11,3:59:20,3,59,20
0.05,3:59:40,3,59,40
0.1,4:00:00,4,0,0
0.06,4:00:20,4,0,20
0.03,4:00:40,4,0,40
0.13,4:01:00,4,1,0
0.04,4:01:20,4,1,20
0.12,4:01:40,4,1,40
0.04,4:02:00,4,2,0
0.12,4:02:20,4,2,20
0.06,4:02:40,4,2,40
0.1,4:03:00,4,3,0
0.09,4:03:20,4,3,20
0.07,4:03:40,4,3,40
0.06,4:04:00,4,4,0
0.1,4:04:20,4,4,20
0.04,4:04:40,4,4,40
0.12,4:05:00,4,5,0
0.09,4:05:20,4,5,20
0.07,4:05:40,4,5,40
0.11,4:06:00,4,6,0
0.05,4:06:20,4,6,20
0.02,4:06:40,4,6,40
0.14,4:07:00,4,7,0
0.03,4:07:20,4,7,20
0.13,4:07:40,4,7,40
0.01,4:08:00,4,8,0
0.15,4:08:20,4,8,20
0.13,4:08:40,4,8,40
0.03,4:09:00,4,9,0
0.11,4:09:20,4,9,20
0.05,4:09:40,4,9,40
0.01,4:10:00,4,10,0
0.15,4:10:20,4,10,20
0.06,4:10:40,4,10,40
